x,y
-0.8688633481612689, 0.000002858235542762817
0.12393067772387845, 0.000028562227008313042
0.25379923914574976, 0.00004017632495320142
0.2012640647329964, 0.00005438698898975461
-0.3733016646202776, 0.0001178518950906785
-0.7879068456754093, 0.0002001167448320283
-0.8240574867655646, 0.00022292224391618526
-0.8240574867655646,0.0002327470090968456
-0.8240574867655646,0.00024257177427750596
-0.8240574867655646,0.0002523965394581663
-0.8240574867655646,0.00026222130463882667
-0.8240574867655646,0.000272046069819487
-0.8240574867655646,0.00028187083500014735
-0.8240574867655646,0.0002916956001808077
-0.8240574867655646,0.00030152036536146806
-0.8240574867655646,0.0003113451305421284
-0.8240574867655646,0.00032116989572278875
-0.8240574867655646,0.0003309946609034491
-0.8240574867655646,0.00034081942608410945
-0.8240574867655646,0.0003506441912647698
-0.8240574867655646,0.00036046895644543015
-0.8240574867655646,0.0003702937216260905
-0.8240574867655646,0.00038011848680675086
-0.8240574867655646,0.0003899432519874112
-0.8240574867655646,0.00039976801716807155
-0.8240574867655646,0.0004095927823487319
-0.8240574867655646,0.00041941754752939227
-0.8240574867655646,0.0004292423127100526
-0.8240574867655646,0.000439067077890713
-0.8240574867655646,0.00044889184307137334
-0.8240574867655646,0.0004587166082520337
-0.8240574867655646,0.00046854137343269406
-0.8240574867655646,0.0004783661386133544
-0.8370805740625191,0.00048819090379401477
-0.8370805740625191,0.00048828805857373326
-0.8370805740625191,0.0004883852133534517
-0.8370805740625191,0.0004884823681331701
-0.8370805740625191,0.0004885795229128885
-0.8370805740625191,0.0004886766776926069
-0.8370805740625191,0.0004887738324723254
-0.8370805740625191,0.0004888709872520438
-0.8370805740625191,0.0004889681420317622
-0.8370805740625191,0.0004890652968114807
-0.8370805740625191,0.0004891624515911991
-0.8370805740625191,0.0004892596063709175
-0.8370805740625191,0.0004893567611506359
-0.8370805740625191,0.0004894539159303544
-0.8370805740625191,0.00048955107071007284
-0.8370805740625191,0.0004896482254897913
-0.8370805740625191,0.0004897453802695097
-0.8370805740625191,0.0004898425350492281
-0.8370805740625191,0.0004899396898289466
-0.8370805740625191,0.000490036844608665
-0.8370805740625191, 0.0004900464966486181
0.8688633481612689, 0.000495000000000000
0.8688633481612689, 0.000495000200000000
0.8688633481612689, 0.000495000400000000
0.8688633481612689, 0.000495000600000000
0.8688633481612689, 0.000495000800000000
0.8688633481612689, 0.000495001000000000
0.8688633481612689, 0.000495001200000000
0.8688633481612689, 0.000495001400000000
0.8688633481612689, 0.000495001600000000
0.8688633481612689, 0.000495001800000000
-0.12393067772387845, 0.000520704257181678
-0.25379923914574976, 0.000532318368560591
-0.2012640647329964, 0.000546528993883074
0.3733016646202776, 0.000619993952326756
0.7879068456754093, 0.000712258814761009
0.8240574867655646, 0.000735064227184206
0.8240574867655646, 0.000744889020967396
0.8240574867655646, 0.000754713814750587
0.8240574867655646, 0.000764538608533777
0.8240574867655646, 0.000774363402316967
0.8240574867655646, 0.000784188196100157
0.8240574867655646, 0.000794012989883347
0.8240574867655646, 0.000803837783666537
0.8240574867655646, 0.000813662577449728
0.8240574867655646, 0.000823487371232918
0.8240574867655646, 0.000833312165016108
0.8240574867655646, 0.000843136958799298
0.8240574867655646, 0.000852961752582488
0.8240574867655646, 0.000862786546365679
0.8240574867655646, 0.000872611340148869
0.8240574867655646, 0.000882436133932059
0.8240574867655646, 0.000892260927715249
0.8240574867655646, 0.000902085721498439
0.8240574867655646, 0.000911910515281630
0.8240574867655646, 0.000921735309064820
0.8240574867655646, 0.000931560102848010
0.8240574867655646, 0.000941384896631200
0.8240574867655646, 0.000951209690414390
0.8240574867655646, 0.000961034484197581
0.8240574867655646, 0.000970859277980771
0.8240574867655646, 0.000980684071763961
0.8240574867655646, 0.000990508865547151
0.8370805740625191, 0.001000333659330342
0.8370805740625191, 0.001000430814109869
0.8370805740625191, 0.001000527968889396
0.8370805740625191, 0.001000625123668924
0.8370805740625191, 0.001000722278448451
0.8370805740625191, 0.001000819433227979
0.8370805740625191, 0.001000916588007506
0.8370805740625191, 0.001001013742787034
0.8370805740625191, 0.001001110897566561
0.8370805740625191, 0.001001208052346088
0.8370805740625191, 0.001001305207125616
0.8370805740625191, 0.001001402361905143
0.8370805740625191, 0.001001499516684670
0.8370805740625191, 0.001001596671464198
0.8370805740625191, 0.001001693826243725
0.8370805740625191, 0.001001790981023253
0.8370805740625191, 0.001001888135802780
0.8370805740625191, 0.001001985290582307
0.8370805740625191, 0.001002082445361835
0.8370805740625191, 0.001002179600141362
0.8370805740625191, 0.001002189252181316
